Title	yearRelease	Rating	Cast	Votes	Link	no.Votes	movieURL	Director	Cast1	Cast2
The Great Escape	1963	8.2	John Sturges (dir.), Steve McQueen, James Garner	8.2 based on 183,764 user ratings	http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_128	183764	[ url](http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_128)	John Sturges	Steve McQueen	James Garner
Ikiru	1952	8.2	Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko	8.2 based on 48,417 user ratings	http://www.imdb.com/title/tt0044741/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_129	48417	[ url](http://www.imdb.com/title/tt0044741/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_129)	Akira Kurosawa	Takashi Shimura	Nobuo Kaneko
Chinatown	1974	8.2	Roman Polanski (dir.), Jack Nicholson, Faye Dunaway	8.2 based on 240,037 user ratings	http://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_130	240037	[ url](http://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_130)	Roman Polanski	Jack Nicholson	Faye Dunaway
Pan's Labyrinth	2006	8.2	Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil	8.2 based on 517,921 user ratings	http://www.imdb.com/title/tt0457430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_131	517921	[ url](http://www.imdb.com/title/tt0457430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_131)	Guillermo del Toro	Ivana Baquero	Ariadna Gil
Tonari no Totoro	1988	8.2	Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka	8.2 based on 203,556 user ratings	http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_132	203556	[ url](http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_132)	Hayao Miyazaki	Hitoshi Takagi	Noriko Hidaka
Incendies	2010	8.2	Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin	8.2 based on 100,907 user ratings	http://www.imdb.com/title/tt1255953/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_133	100907	[ url](http://www.imdb.com/title/tt1255953/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_133)	Denis Villeneuve	Lubna Azabal	Mélissa Désormeaux-Poulin
Ran	1985	8.2	Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao	8.2 based on 86,729 user ratings	http://www.imdb.com/title/tt0089881/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_134	86729	[ url](http://www.imdb.com/title/tt0089881/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_134)	Akira Kurosawa	Tatsuya Nakadai	Akira Terao
Judgment at Nuremberg	1961	8.2	Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster	8.2 based on 51,576 user ratings	http://www.imdb.com/title/tt0055031/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_135	51576	[ url](http://www.imdb.com/title/tt0055031/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_135)	Stanley Kramer	Spencer Tracy	Burt Lancaster
The Gold Rush	1925	8.2	Charles Chaplin (dir.), Charles Chaplin, Mack Swain	8.2 based on 77,119 user ratings	http://www.imdb.com/title/tt0015864/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_136	77119	[ url](http://www.imdb.com/title/tt0015864/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_136)	Charles Chaplin	Charles Chaplin	Mack Swain
El secreto de sus ojos	2009	8.2	Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil	8.2 based on 151,979 user ratings	http://www.imdb.com/title/tt1305806/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_137	151979	[ url](http://www.imdb.com/title/tt1305806/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_137)	Juan José Campanella	Ricardo Darín	Soledad Villamil
Inside Out	2015	8.2	Pete Docter (dir.), Amy Poehler, Bill Hader	8.2 based on 449,368 user ratings	http://www.imdb.com/title/tt2096673/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_138	449368	[ url](http://www.imdb.com/title/tt2096673/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_138)	Pete Docter	Amy Poehler	Bill Hader
Hauru no ugoku shiro	2004	8.2	Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura	8.2 based on 246,427 user ratings	http://www.imdb.com/title/tt0347149/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_139	246427	[ url](http://www.imdb.com/title/tt0347149/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_139)	Hayao Miyazaki	Chieko Baishô	Takuya Kimura
On the Waterfront	1954	8.2	Elia Kazan (dir.), Marlon Brando, Karl Malden	8.2 based on 113,115 user ratings	http://www.imdb.com/title/tt0047296/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_140	113115	[ url](http://www.imdb.com/title/tt0047296/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_140)	Elia Kazan	Marlon Brando	Karl Malden
The Bridge on the River Kwai	1957	8.2	David Lean (dir.), William Holden, Alec Guinness	8.2 based on 166,235 user ratings	http://www.imdb.com/title/tt0050212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_141	166235	[ url](http://www.imdb.com/title/tt0050212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_141)	David Lean	William Holden	Alec Guinness
Det sjunde inseglet	1957	8.2	Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand	8.2 based on 125,510 user ratings	http://www.imdb.com/title/tt0050976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_142	125510	[ url](http://www.imdb.com/title/tt0050976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_142)	Ingmar Bergman	Max von Sydow	Gunnar Björnstrand
Room	2015	8.2	Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay	8.2 based on 249,371 user ratings	http://www.imdb.com/title/tt3170832/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_143	249371	[ url](http://www.imdb.com/title/tt3170832/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_143)	Lenny Abrahamson	Brie Larson	Jacob Tremblay
Lock, Stock and Two Smoking Barrels	1998	8.2	Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher	8.2 based on 454,737 user ratings	http://www.imdb.com/title/tt0120735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_144	454737	[ url](http://www.imdb.com/title/tt0120735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_144)	Guy Ritchie	Jason Flemyng	Dexter Fletcher
Mr. Smith Goes to Washington	1939	8.2	Frank Capra (dir.), James Stewart, Jean Arthur	8.2 based on 85,693 user ratings	http://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_145	85693	[ url](http://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_145)	Frank Capra	James Stewart	Jean Arthur
A Beautiful Mind	2001	8.2	Ron Howard (dir.), Russell Crowe, Ed Harris	8.2 based on 690,717 user ratings	http://www.imdb.com/title/tt0268978/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_146	690717	[ url](http://www.imdb.com/title/tt0268978/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_146)	Ron Howard	Russell Crowe	Ed Harris
Casino	1995	8.2	Martin Scorsese (dir.), Robert De Niro, Sharon Stone	8.2 based on 372,099 user ratings	http://www.imdb.com/title/tt0112641/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_147	372099	[ url](http://www.imdb.com/title/tt0112641/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_147)	Martin Scorsese	Robert De Niro	Sharon Stone
Blade Runner	1982	8.2	Ridley Scott (dir.), Harrison Ford, Rutger Hauer	8.2 based on 547,270 user ratings	http://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_148	547270	[ url](http://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_148)	Ridley Scott	Harrison Ford	Rutger Hauer
The Elephant Man	1980	8.1	David Lynch (dir.), Anthony Hopkins, John Hurt	8.1 based on 180,390 user ratings	http://www.imdb.com/title/tt0080678/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_149	180390	[ url](http://www.imdb.com/title/tt0080678/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_149)	David Lynch	Anthony Hopkins	John Hurt
V for Vendetta	2005	8.1	James McTeigue (dir.), Hugo Weaving, Natalie Portman	8.1 based on 876,290 user ratings	http://www.imdb.com/title/tt0434409/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_150	876290	[ url](http://www.imdb.com/title/tt0434409/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_150)	James McTeigue	Hugo Weaving	Natalie Portman
The Wolf of Wall Street	2013	8.1	Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill	8.1 based on 909,357 user ratings	http://www.imdb.com/title/tt0993846/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_151	909357	[ url](http://www.imdb.com/title/tt0993846/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_151)	Martin Scorsese	Leonardo DiCaprio	Jonah Hill
Smultronstället	1957	8.1	Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson	8.1 based on 71,286 user ratings	http://www.imdb.com/title/tt0050986/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_152	71286	[ url](http://www.imdb.com/title/tt0050986/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_152)	Ingmar Bergman	Victor Sjöström	Bibi Andersson
The General	1926	8.1	Clyde Bruckman (dir.), Buster Keaton, Marion Mack	8.1 based on 60,653 user ratings	http://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_153	60653	[ url](http://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_153)	Clyde Bruckman	Buster Keaton	Marion Mack
Warrior	2011	8.1	Gavin O'Connor (dir.), Tom Hardy, Nick Nolte	8.1 based on 369,098 user ratings	http://www.imdb.com/title/tt1291584/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_154	369098	[ url](http://www.imdb.com/title/tt1291584/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_154)	Gavin O'Connor	Tom Hardy	Nick Nolte
Dial M for Murder	1954	8.1	Alfred Hitchcock (dir.), Ray Milland, Grace Kelly	8.1 based on 121,904 user ratings	http://www.imdb.com/title/tt0046912/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_155	121904	[ url](http://www.imdb.com/title/tt0046912/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_155)	Alfred Hitchcock	Ray Milland	Grace Kelly
Trainspotting	1996	8.1	Danny Boyle (dir.), Ewan McGregor, Ewen Bremner	8.1 based on 537,139 user ratings	http://www.imdb.com/title/tt0117951/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_156	537139	[ url](http://www.imdb.com/title/tt0117951/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_156)	Danny Boyle	Ewan McGregor	Ewen Bremner
Gran Torino	2008	8.1	Clint Eastwood (dir.), Clint Eastwood, Bee Vang	8.1 based on 616,145 user ratings	http://www.imdb.com/title/tt1205489/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_157	616145	[ url](http://www.imdb.com/title/tt1205489/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_157)	Clint Eastwood	Clint Eastwood	Bee Vang
Gone with the Wind	1939	8.1	Victor Fleming (dir.), Clark Gable, Vivien Leigh	8.1 based on 238,078 user ratings	http://www.imdb.com/title/tt0031381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_158	238078	[ url](http://www.imdb.com/title/tt0031381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_158)	Victor Fleming	Clark Gable	Vivien Leigh
The Deer Hunter	1978	8.1	Michael Cimino (dir.), Robert De Niro, Christopher Walken	8.1 based on 257,328 user ratings	http://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159	257328	[ url](http://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159)	Michael Cimino	Robert De Niro	Christopher Walken
Sunrise: A Song of Two Humans	1927	8.1	F.W. Murnau (dir.), George O'Brien, Janet Gaynor	8.1 based on 34,451 user ratings	http://www.imdb.com/title/tt0018455/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_160	34451	[ url](http://www.imdb.com/title/tt0018455/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_160)	F.W. Murnau	George O'Brien	Janet Gaynor
The Sixth Sense	1999	8.1	M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment	8.1 based on 774,679 user ratings	http://www.imdb.com/title/tt0167404/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_161	774679	[ url](http://www.imdb.com/title/tt0167404/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_161)	M. Night Shyamalan	Bruce Willis	Haley Joel Osment
Fargo	1996	8.1	Joel Coen (dir.), William H. Macy, Frances McDormand	8.1 based on 506,716 user ratings	http://www.imdb.com/title/tt0116282/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_162	506716	[ url](http://www.imdb.com/title/tt0116282/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_162)	Joel Coen	William H. Macy	Frances McDormand
The Thing	1982	8.1	John Carpenter (dir.), Kurt Russell, Wilford Brimley	8.1 based on 292,558 user ratings	http://www.imdb.com/title/tt0084787/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163	292558	[ url](http://www.imdb.com/title/tt0084787/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163)	John Carpenter	Kurt Russell	Wilford Brimley
No Country for Old Men	2007	8.1	Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem	8.1 based on 687,933 user ratings	http://www.imdb.com/title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_164	687933	[ url](http://www.imdb.com/title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_164)	Ethan Coen	Tommy Lee Jones	Javier Bardem
Andrei Rublev	1966	8.1	Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov	8.1 based on 28,901 user ratings	http://www.imdb.com/title/tt0060107/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165	28901	[ url](http://www.imdb.com/title/tt0060107/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165)	Andrei Tarkovsky	Anatoliy Solonitsyn	Ivan Lapikov
The Big Lebowski	1998	8.1	Joel Coen (dir.), Jeff Bridges, John Goodman	8.1 based on 599,777 user ratings	http://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_166	599777	[ url](http://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=17T5EW2G4GS5GNYVYC76&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_166)	Joel Coen	Jeff Bridges	John Goodman
